subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB101583,2026-02-01,India,South Asia,38,Female,Premium,22.99,2,Game Console,Credit Card,4,True,
SUB101584,2025-03-26,Brazil,Latin America,33,Male,Premium,22.99,3,Smart TV,PayPal,14,True,
SUB101585,2020-08-10,Argentina,Latin America,18,Male,Standard,15.49,1,Smart TV,Credit Card,70,False,2023-05-28
SUB101586,2024-07-11,India,South Asia,53,Female,Standard,15.49,2,Tablet,Debit Card,23,True,
SUB101587,2023-09-30,Japan,East Asia,58,Female,Standard,15.49,1,Tablet,Gift Card,32,True,
SUB101588,2022-04-03,India,South Asia,49,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,50,True,
SUB101589,2025-05-06,United States,North America,47,Female,Standard,15.49,2,Laptop,Credit Card,13,True,
SUB101590,2022-03-26,United States,North America,58,Female,Standard,15.49,2,Tablet,Mobile Wallet,50,False,2026-04-24
SUB101591,2024-03-17,United States,North America,22,Female,Standard,15.49,1,Smart TV,Debit Card,26,True,
SUB101592,2020-08-21,Argentina,Latin America,22,Male,Premium,22.99,2,Mobile,Credit Card,70,True,
SUB101593,2024-04-11,United Kingdom,Europe,30,Male,Basic with Ads,6.99,1,Game Console,Credit Card,26,True,
SUB101594,2022-09-21,Canada,North America,39,Female,Standard,15.49,2,Game Console,Credit Card,44,True,
SUB101595,2022-02-18,Mexico,Latin America,32,Female,Premium,22.99,3,Game Console,Debit Card,52,True,
SUB101596,2022-09-24,United States,North America,22,Male,Standard,15.49,2,Laptop,Credit Card,44,True,
SUB101597,2023-08-01,United States,North America,36,Female,Basic with Ads,6.99,1,Mobile,Credit Card,34,True,
SUB101598,2025-09-24,Germany,Europe,34,Male,Standard,15.49,2,Smart TV,Debit Card,8,True,
SUB101599,2024-01-01,India,South Asia,46,Non-binary,Premium,22.99,2,Smart TV,Mobile Wallet,29,False,2026-01-09
SUB101600,2024-02-02,Nigeria,Africa,36,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,28,True,
SUB101601,2018-12-02,United States,North America,13,Female,Standard,15.49,1,Smart TV,Debit Card,91,True,
SUB101602,2025-04-27,Mexico,Latin America,41,Male,Standard,15.49,2,Mobile,Mobile Wallet,13,True,
SUB101603,2024-10-26,Germany,Europe,56,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,19,True,
SUB101604,2017-09-17,United States,North America,36,Female,Standard,15.49,2,Smart TV,Mobile Wallet,105,True,
SUB101605,2026-01-16,India,South Asia,48,Male,Standard,15.49,2,Mobile,Debit Card,4,True,
SUB101606,2021-07-15,Indonesia,Southeast Asia,29,Female,Standard,15.49,2,Laptop,Credit Card,59,False,2022-08-12
SUB101607,2018-02-24,India,South Asia,43,Female,Premium,22.99,3,Tablet,Credit Card,100,True,
SUB101608,2026-02-05,United Kingdom,Europe,26,Male,Basic with Ads,6.99,1,Mobile,Credit Card,3,True,
SUB101609,2020-08-07,United Kingdom,Europe,32,Female,Basic with Ads,6.99,1,Mobile,Credit Card,70,True,
SUB101610,2023-07-20,India,South Asia,32,Female,Standard,15.49,1,Mobile,Debit Card,34,False,2023-09-07
SUB101611,2024-05-28,France,Europe,42,Male,Basic with Ads,6.99,1,Mobile,PayPal,24,True,
SUB101612,2021-03-18,France,Europe,25,Female,Standard,15.49,1,Mobile,Debit Card,63,True,
SUB101613,2025-06-11,United Kingdom,Europe,16,Male,Standard,15.49,1,Laptop,Debit Card,11,False,2025-09-05
SUB101614,2024-03-14,Canada,North America,42,Non-binary,Standard,15.49,1,Mobile,Credit Card,26,False,2025-05-22
SUB101615,2024-01-18,United States,North America,41,Male,Premium,22.99,3,Smart TV,Debit Card,28,False,2025-09-23
SUB101616,2023-12-23,United States,North America,37,Female,Standard,15.49,2,Tablet,Carrier Billing,29,True,
SUB101617,2023-06-03,Japan,East Asia,48,Male,Premium,22.99,4,Smart TV,Mobile Wallet,36,True,
SUB101618,2025-01-30,Egypt,Middle East,33,Female,Basic with Ads,6.99,1,Tablet,Credit Card,16,True,
SUB101619,2020-01-07,United States,North America,39,Female,Premium,22.99,2,Mobile,Debit Card,77,True,
SUB101620,2022-09-14,United States,North America,31,Female,Standard,15.49,2,Laptop,Credit Card,45,False,2023-12-08
SUB101621,2022-06-19,South Korea,East Asia,32,Male,Premium,22.99,3,Smart TV,Debit Card,48,True,
SUB101622,2022-10-17,Germany,Europe,40,Female,Standard,15.49,2,Smart TV,Credit Card,44,True,
SUB101623,2024-10-27,United States,North America,65,Male,Premium,22.99,2,Mobile,Credit Card,19,True,
SUB101624,2024-04-03,United Kingdom,Europe,45,Male,Standard,15.49,1,Game Console,Credit Card,26,True,
SUB101625,2023-01-11,France,Europe,43,Female,Standard,15.49,1,Smart TV,Gift Card,41,False,2024-01-23
SUB101626,2023-07-28,India,South Asia,46,Male,Basic with Ads,6.99,1,Mobile,Debit Card,34,False,2026-02-19
SUB101627,2024-12-19,United States,North America,13,Female,Standard,15.49,1,Tablet,Credit Card,17,True,
SUB101628,2025-11-28,United States,North America,40,Female,Standard,15.49,1,Smart TV,Debit Card,6,False,2026-02-25
SUB101629,2020-10-28,United Kingdom,Europe,47,Female,Premium,22.99,4,Smart TV,PayPal,68,True,
SUB101630,2025-04-12,South Korea,East Asia,37,Male,Standard,15.49,1,Mobile,Credit Card,13,True,
SUB101631,2021-12-23,Italy,Europe,35,Female,Standard,15.49,1,Smart TV,Carrier Billing,54,False,2026-03-09
SUB101632,2025-08-03,Brazil,Latin America,23,Male,Premium,22.99,4,Smart TV,Credit Card,10,True,
SUB101633,2024-02-23,Mexico,Latin America,30,Female,Premium,22.99,2,Smart TV,Debit Card,27,True,
SUB101634,2020-11-23,Sweden,Europe,25,Male,Premium,22.99,3,Mobile,Credit Card,67,False,2023-11-04
SUB101635,2024-05-03,United Kingdom,Europe,48,Female,Basic with Ads,6.99,1,Smart TV,Gift Card,25,True,
SUB101636,2022-04-28,United Kingdom,Europe,55,Female,Premium,22.99,4,Streaming Stick,Credit Card,49,True,
SUB101637,2021-05-31,Australia,Oceania,61,Female,Standard,15.49,2,Mobile,PayPal,60,True,
SUB101638,2023-12-11,United States,North America,24,Female,Premium,22.99,4,Mobile,Credit Card,30,True,
SUB101639,2022-07-26,Spain,Europe,27,Female,Standard,15.49,2,Mobile,Debit Card,46,True,
SUB101640,2019-04-23,France,Europe,26,Male,Standard,15.49,2,Smart TV,PayPal,86,False,2024-08-13
SUB101641,2025-10-26,United States,North America,22,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,7,True,
SUB101642,2022-11-06,South Korea,East Asia,22,Female,Basic with Ads,6.99,1,Mobile,Credit Card,43,True,
SUB101643,2020-06-22,United States,North America,29,Female,Standard,15.49,1,Streaming Stick,Mobile Wallet,72,True,
SUB101644,2020-11-05,United States,North America,47,Male,Basic with Ads,6.99,1,Game Console,Credit Card,67,True,
SUB101645,2022-08-30,South Korea,East Asia,26,Female,Standard,15.49,2,Smart TV,Credit Card,45,True,
SUB101646,2026-02-07,India,South Asia,49,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,3,True,
SUB101647,2023-10-01,Germany,Europe,53,Female,Basic with Ads,6.99,1,Mobile,Credit Card,32,False,2024-03-02
SUB101648,2017-06-26,Nigeria,Africa,39,Male,Basic with Ads,6.99,1,Laptop,Gift Card,108,True,
SUB101649,2018-07-26,Germany,Europe,51,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,95,False,2024-12-28
SUB101650,2025-01-18,India,South Asia,18,Female,Basic with Ads,6.99,1,Laptop,Debit Card,16,False,2026-02-10
SUB101651,2021-01-16,India,South Asia,28,Non-binary,Premium,22.99,3,Laptop,Credit Card,65,True,
SUB101652,2025-04-11,India,South Asia,38,Undisclosed,Standard,15.49,2,Laptop,Credit Card,13,True,
SUB101653,2020-07-29,United States,North America,38,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,71,True,
SUB101654,2025-01-12,Argentina,Latin America,54,Male,Standard,15.49,1,Smart TV,Debit Card,16,True,
SUB101655,2021-05-30,United Kingdom,Europe,23,Male,Premium,22.99,1,Smart TV,Debit Card,60,True,
SUB101656,2023-02-04,United States,North America,29,Non-binary,Basic with Ads,6.99,1,Mobile,PayPal,40,True,
SUB101657,2023-01-28,Canada,North America,34,Female,Premium,22.99,4,Mobile,Credit Card,40,True,
SUB101658,2023-01-13,United Kingdom,Europe,29,Male,Premium,22.99,3,Smart TV,Credit Card,41,True,
SUB101659,2024-04-21,United States,North America,22,Female,Basic with Ads,6.99,1,Laptop,Credit Card,25,True,
SUB101660,2018-02-03,United States,North America,29,Male,Premium,22.99,3,Smart TV,Mobile Wallet,101,True,
SUB101661,2021-05-29,Brazil,Latin America,32,Male,Standard,15.49,2,Smart TV,Credit Card,60,True,
SUB101662,2018-04-18,Germany,Europe,54,Male,Premium,22.99,4,Smart TV,Credit Card,98,True,
SUB101663,2025-11-12,United States,North America,22,Male,Standard,15.49,1,Mobile,Credit Card,6,False,2026-01-01
SUB101664,2022-09-16,Australia,Oceania,46,Female,Standard,15.49,1,Laptop,Debit Card,45,False,2024-10-13
SUB101665,2024-11-17,Canada,North America,52,Female,Standard,15.49,1,Smart TV,Credit Card,18,True,
SUB101666,2019-11-17,Canada,North America,29,Male,Basic with Ads,6.99,1,Tablet,Credit Card,79,True,
SUB101667,2018-08-23,United States,North America,39,Female,Premium,22.99,1,Mobile,Debit Card,94,False,2021-08-03
SUB101668,2023-01-02,United States,North America,43,Male,Premium,22.99,4,Tablet,Credit Card,41,True,
SUB101669,2022-12-26,Italy,Europe,41,Male,Standard,15.49,2,Smart TV,Debit Card,41,True,
SUB101670,2021-12-09,India,South Asia,37,Male,Premium,22.99,3,Mobile,Gift Card,54,True,
SUB101671,2023-07-28,Brazil,Latin America,27,Male,Basic with Ads,6.99,1,Mobile,PayPal,34,True,
SUB101672,2020-10-11,France,Europe,44,Female,Premium,22.99,3,Mobile,Credit Card,68,True,
SUB101673,2025-11-17,United States,North America,31,Female,Basic with Ads,6.99,1,Mobile,Credit Card,6,True,
SUB101674,2020-04-25,Germany,Europe,36,Male,Premium,22.99,4,Smart TV,Mobile Wallet,74,True,
SUB101675,2024-03-20,Argentina,Latin America,38,Female,Standard,15.49,2,Mobile,PayPal,26,False,2025-04-25
SUB101676,2025-12-24,Spain,Europe,47,Male,Premium,22.99,2,Smart TV,Credit Card,5,True,
SUB101677,2021-03-24,United Kingdom,Europe,61,Female,Basic with Ads,6.99,1,Mobile,Gift Card,63,True,
SUB101678,2024-03-21,Italy,Europe,26,Male,Standard,15.49,1,Smart TV,Credit Card,26,True,
SUB101679,2020-07-11,South Korea,East Asia,36,Female,Premium,22.99,1,Mobile,Credit Card,71,True,
SUB101680,2025-05-21,France,Europe,16,Male,Standard,15.49,1,Streaming Stick,Debit Card,12,True,
SUB101681,2019-08-17,Canada,North America,55,Female,Basic with Ads,6.99,1,Mobile,Debit Card,82,False,2025-09-25
SUB101682,2023-06-30,France,Europe,36,Female,Standard,15.49,1,Mobile,Debit Card,35,True,
SUB101683,2025-01-08,India,South Asia,32,Female,Basic with Ads,6.99,1,Mobile,PayPal,16,False,2025-12-17
SUB101684,2022-02-27,United States,North America,36,Female,Standard,15.49,2,Smart TV,Credit Card,51,False,2022-04-16
SUB101685,2024-09-02,United States,North America,37,Undisclosed,Premium,22.99,2,Smart TV,Credit Card,21,True,
SUB101686,2026-03-27,South Korea,East Asia,26,Female,Standard,15.49,2,Smart TV,Debit Card,2,True,
SUB101687,2020-06-24,South Korea,East Asia,51,Female,Standard,15.49,2,Mobile,Carrier Billing,72,True,
SUB101688,2025-02-12,Japan,East Asia,44,Female,Basic with Ads,6.99,1,Laptop,Debit Card,15,True,
SUB101689,2026-04-02,United Kingdom,Europe,46,Male,Basic with Ads,6.99,1,Laptop,Credit Card,2,True,
SUB101690,2022-11-16,Germany,Europe,27,Female,Basic with Ads,6.99,1,Mobile,PayPal,43,False,2023-12-22
SUB101691,2018-11-23,Nigeria,Africa,26,Male,Premium,22.99,2,Mobile,Credit Card,91,True,
SUB101692,2022-04-15,United States,North America,34,Undisclosed,Basic with Ads,6.99,1,Smart TV,Credit Card,50,True,
SUB101693,2018-07-16,Spain,Europe,46,Female,Premium,22.99,2,Laptop,Credit Card,95,False,2024-01-28
SUB101694,2025-04-05,Mexico,Latin America,42,Male,Standard,15.49,1,Game Console,Mobile Wallet,14,True,
SUB101695,2024-07-19,South Korea,East Asia,25,Non-binary,Premium,22.99,3,Laptop,Mobile Wallet,22,False,2025-04-20
SUB101696,2021-10-26,United States,North America,44,Non-binary,Basic with Ads,6.99,1,Smart TV,PayPal,55,True,
SUB101697,2019-09-13,Germany,Europe,23,Male,Premium,22.99,3,Tablet,Credit Card,81,True,
SUB101698,2026-01-25,Indonesia,Southeast Asia,27,Male,Premium,22.99,3,Mobile,PayPal,4,True,
SUB101699,2021-06-30,Spain,Europe,38,Female,Standard,15.49,1,Laptop,Credit Card,59,True,
SUB101700,2025-04-26,Australia,Oceania,20,Male,Premium,22.99,4,Laptop,Credit Card,13,False,2025-11-05
SUB101701,2024-09-25,Sweden,Europe,23,Male,Basic with Ads,6.99,1,Mobile,Gift Card,20,False,2026-02-13
SUB101702,2025-08-13,India,South Asia,56,Female,Basic with Ads,6.99,1,Mobile,PayPal,9,False,2025-12-03
SUB101703,2023-07-31,Brazil,Latin America,53,Female,Premium,22.99,3,Smart TV,Mobile Wallet,34,False,2024-05-26
SUB101704,2024-09-14,South Korea,East Asia,65,Female,Basic with Ads,6.99,1,Laptop,Mobile Wallet,20,True,
SUB101705,2021-11-20,Sweden,Europe,41,Female,Basic with Ads,6.99,1,Mobile,PayPal,55,False,2025-01-08
SUB101706,2024-04-04,United States,North America,44,Female,Standard,15.49,1,Mobile,PayPal,26,True,
SUB101707,2026-01-04,United Kingdom,Europe,33,Male,Premium,22.99,4,Smart TV,Credit Card,4,True,
SUB101708,2022-01-14,Italy,Europe,31,Male,Premium,22.99,4,Laptop,Credit Card,53,True,
SUB101709,2019-02-24,India,South Asia,47,Male,Basic with Ads,6.99,1,Mobile,Credit Card,88,False,2021-06-11
SUB101710,2018-06-18,Germany,Europe,53,Male,Standard,15.49,1,Smart TV,Credit Card,96,True,
SUB101711,2025-09-25,United Kingdom,Europe,46,Female,Standard,15.49,1,Tablet,Credit Card,8,True,
SUB101712,2026-03-23,Sweden,Europe,25,Female,Premium,22.99,4,Mobile,Credit Card,2,True,
SUB101713,2025-06-24,Turkey,Middle East,41,Female,Basic with Ads,6.99,1,Laptop,Carrier Billing,11,False,2025-12-03
SUB101714,2021-12-31,India,South Asia,25,Male,Basic with Ads,6.99,1,Mobile,Gift Card,53,False,2022-06-26
SUB101715,2022-02-01,France,Europe,31,Male,Premium,22.99,3,Laptop,Credit Card,52,True,
SUB101716,2022-03-23,India,South Asia,57,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,51,True,
SUB101717,2025-08-24,Brazil,Latin America,20,Female,Standard,15.49,2,Smart TV,PayPal,9,True,
SUB101718,2025-01-02,Mexico,Latin America,64,Non-binary,Premium,22.99,1,Tablet,Credit Card,17,True,
SUB101719,2023-07-14,Canada,North America,43,Female,Standard,15.49,1,Tablet,Mobile Wallet,35,True,
SUB101720,2020-10-30,United States,North America,29,Female,Standard,15.49,1,Smart TV,Carrier Billing,68,True,
SUB101721,2020-07-03,United States,North America,36,Male,Premium,22.99,4,Laptop,PayPal,71,True,
SUB101722,2025-06-26,Spain,Europe,27,Male,Standard,15.49,1,Smart TV,Credit Card,11,True,
SUB101723,2019-05-21,Japan,East Asia,28,Undisclosed,Premium,22.99,2,Tablet,Mobile Wallet,85,True,
SUB101724,2021-07-13,South Korea,East Asia,36,Male,Standard,15.49,2,Mobile,Credit Card,59,True,
SUB101725,2022-12-05,United States,North America,31,Male,Standard,15.49,1,Smart TV,Debit Card,42,False,2026-01-23
SUB101726,2022-09-18,India,South Asia,23,Male,Standard,15.49,1,Smart TV,Credit Card,45,False,2024-11-15
SUB101727,2025-07-02,Italy,Europe,33,Male,Standard,15.49,2,Laptop,Debit Card,11,True,
SUB101728,2018-01-05,United States,North America,18,Male,Basic with Ads,6.99,1,Laptop,Credit Card,102,False,2024-11-15
SUB101729,2025-08-19,United Kingdom,Europe,19,Male,Standard,15.49,1,Mobile,PayPal,9,False,2026-02-11
SUB101730,2021-07-31,Argentina,Latin America,19,Male,Premium,22.99,4,Streaming Stick,Debit Card,58,False,2026-02-12
SUB101731,2024-06-13,United States,North America,57,Male,Standard,15.49,2,Smart TV,Debit Card,23,True,
SUB101732,2025-04-19,France,Europe,41,Female,Premium,22.99,3,Laptop,PayPal,13,True,
SUB101733,2019-04-08,India,South Asia,43,Male,Standard,15.49,1,Mobile,Credit Card,87,False,2021-10-25
SUB101734,2019-06-25,Italy,Europe,36,Female,Standard,15.49,2,Mobile,Credit Card,84,True,
SUB101735,2025-12-12,France,Europe,42,Male,Standard,15.49,1,Smart TV,Credit Card,5,True,
SUB101736,2023-09-17,Turkey,Middle East,51,Male,Basic with Ads,6.99,1,Game Console,Debit Card,32,True,
SUB101737,2023-03-14,United States,North America,41,Female,Basic with Ads,6.99,1,Game Console,Credit Card,39,True,
SUB101738,2020-04-19,South Korea,East Asia,57,Male,Premium,22.99,3,Streaming Stick,Debit Card,74,True,
SUB101739,2019-09-29,France,Europe,35,Male,Basic with Ads,6.99,1,Laptop,PayPal,81,True,
SUB101740,2022-04-20,United States,North America,43,Female,Standard,15.49,1,Laptop,Mobile Wallet,50,True,
SUB101741,2025-06-10,United States,North America,45,Male,Standard,15.49,1,Smart TV,Credit Card,11,True,
SUB101742,2024-10-25,United States,North America,23,Female,Basic with Ads,6.99,1,Mobile,Debit Card,19,True,
SUB101743,2019-11-22,Indonesia,Southeast Asia,36,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,79,True,
SUB101744,2024-01-23,Spain,Europe,13,Male,Premium,22.99,1,Game Console,Debit Card,28,True,
SUB101745,2018-03-24,Brazil,Latin America,34,Female,Standard,15.49,1,Mobile,Credit Card,99,True,
SUB101746,2025-06-26,France,Europe,32,Female,Standard,15.49,2,Smart TV,Credit Card,11,True,
SUB101747,2023-03-02,South Korea,East Asia,31,Female,Basic with Ads,6.99,1,Mobile,Debit Card,39,True,
SUB101748,2019-06-22,South Korea,East Asia,30,Male,Basic with Ads,6.99,1,Laptop,Credit Card,84,False,2020-07-12
SUB101749,2023-09-29,United Kingdom,Europe,42,Female,Premium,22.99,3,Streaming Stick,Debit Card,32,True,
SUB101750,2022-03-01,Brazil,Latin America,24,Male,Premium,22.99,2,Laptop,Debit Card,51,False,2024-07-10
SUB101751,2023-06-28,United States,North America,60,Female,Basic with Ads,6.99,1,Tablet,Debit Card,35,True,
SUB101752,2025-09-27,Turkey,Middle East,43,Male,Standard,15.49,1,Tablet,Credit Card,8,True,
SUB101753,2025-05-18,Germany,Europe,25,Male,Standard,15.49,1,Laptop,Mobile Wallet,12,True,
SUB101754,2025-04-24,India,South Asia,44,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,13,True,
SUB101755,2025-07-17,Japan,East Asia,48,Male,Standard,15.49,1,Smart TV,Credit Card,10,True,
SUB101756,2021-12-13,United States,North America,40,Male,Standard,15.49,1,Laptop,Debit Card,54,True,
SUB101757,2026-04-22,Thailand,Southeast Asia,22,Female,Standard,15.49,1,Game Console,PayPal,1,False,2026-05-23
SUB101758,2022-06-22,Nigeria,Africa,65,Female,Premium,22.99,1,Smart TV,Credit Card,48,False,2022-09-04
SUB101759,2026-05-17,Australia,Oceania,44,Female,Standard,15.49,2,Smart TV,Credit Card,1,True,
SUB101760,2021-11-13,India,South Asia,19,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,55,False,2024-04-09
SUB101761,2020-05-17,United States,North America,38,Female,Standard,15.49,1,Smart TV,PayPal,73,True,
SUB101762,2023-03-19,United States,North America,33,Male,Basic with Ads,6.99,1,Mobile,Credit Card,39,True,
SUB101763,2016-04-09,United States,North America,36,Male,Basic with Ads,6.99,1,Streaming Stick,PayPal,123,False,2022-04-23
SUB101764,2023-09-05,United States,North America,20,Non-binary,Standard,15.49,2,Laptop,Credit Card,33,True,
SUB101765,2025-07-13,United States,North America,36,Female,Basic with Ads,6.99,1,Smart TV,Gift Card,10,True,
SUB101766,2017-11-25,Sweden,Europe,25,Male,Standard,15.49,1,Game Console,Credit Card,103,True,
SUB101767,2025-06-27,United States,North America,31,Male,Standard,15.49,1,Smart TV,Credit Card,11,True,
SUB101768,2023-08-15,United States,North America,41,Female,Premium,22.99,3,Tablet,Debit Card,34,True,
SUB101769,2021-12-30,Canada,North America,29,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,53,False,2025-04-01
SUB101770,2026-01-03,Japan,East Asia,32,Female,Standard,15.49,1,Smart TV,Mobile Wallet,4,True,
SUB101771,2017-05-31,France,Europe,46,Female,Standard,15.49,2,Smart TV,Debit Card,109,False,2020-02-16
SUB101772,2023-12-27,Brazil,Latin America,24,Female,Premium,22.99,3,Mobile,Debit Card,29,True,
SUB101773,2022-11-05,Turkey,Middle East,27,Female,Standard,15.49,1,Mobile,Credit Card,43,False,2025-03-06
SUB101774,2024-01-23,Brazil,Latin America,19,Female,Premium,22.99,1,Laptop,Credit Card,28,True,
SUB101775,2025-08-31,South Korea,East Asia,25,Male,Standard,15.49,1,Smart TV,Credit Card,9,True,
SUB101776,2024-09-28,Spain,Europe,37,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,20,False,2025-09-07
SUB101777,2020-04-27,United Kingdom,Europe,44,Female,Standard,15.49,1,Smart TV,Mobile Wallet,74,False,2025-04-20
SUB101778,2020-05-24,India,South Asia,25,Male,Standard,15.49,1,Smart TV,Gift Card,73,False,2025-12-27
SUB101779,2024-04-26,South Korea,East Asia,43,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,25,False,2026-01-21
SUB101780,2024-01-14,United States,North America,37,Female,Basic with Ads,6.99,1,Mobile,Credit Card,28,True,
SUB101781,2020-04-16,Germany,Europe,18,Male,Basic with Ads,6.99,1,Streaming Stick,PayPal,74,True,
SUB101782,2025-12-19,India,South Asia,38,Female,Standard,15.49,2,Smart TV,Carrier Billing,5,False,2026-03-19
SUB101783,2025-10-14,United States,North America,51,Female,Standard,15.49,2,Smart TV,Credit Card,7,False,2026-01-16
SUB101784,2016-10-28,United States,North America,13,Male,Premium,22.99,3,Smart TV,Credit Card,116,True,
SUB101785,2020-04-15,Canada,North America,62,Male,Standard,15.49,2,Tablet,Credit Card,74,True,
SUB101786,2021-10-08,India,South Asia,28,Male,Premium,22.99,1,Mobile,Mobile Wallet,56,False,2026-04-28
SUB101787,2022-10-13,Mexico,Latin America,14,Female,Premium,22.99,1,Mobile,Credit Card,44,True,
SUB101788,2021-08-26,Italy,Europe,37,Male,Basic with Ads,6.99,1,Mobile,Credit Card,58,True,
SUB101789,2020-08-09,United States,North America,46,Female,Basic with Ads,6.99,1,Laptop,Debit Card,70,True,
SUB101790,2019-09-25,France,Europe,32,Female,Basic with Ads,6.99,1,Streaming Stick,Credit Card,81,False,2021-06-20
SUB101791,2024-01-17,India,South Asia,40,Male,Premium,22.99,4,Mobile,Mobile Wallet,28,True,
SUB101792,2024-11-23,United States,North America,63,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,18,True,
SUB101793,2023-09-26,Mexico,Latin America,38,Male,Standard,15.49,1,Mobile,Debit Card,32,False,2024-07-21
SUB101794,2020-01-17,Nigeria,Africa,74,Female,Basic with Ads,6.99,1,Smart TV,Gift Card,77,True,
SUB101795,2024-07-01,India,South Asia,52,Male,Standard,15.49,2,Laptop,Credit Card,23,True,
SUB101796,2017-03-11,Japan,East Asia,36,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,112,False,2021-10-26
SUB101797,2026-05-01,India,South Asia,39,Male,Premium,22.99,2,Mobile,Credit Card,1,True,
SUB101798,2025-06-17,Japan,East Asia,31,Female,Standard,15.49,2,Smart TV,Credit Card,11,True,
SUB101799,2020-09-14,Brazil,Latin America,39,Female,Premium,22.99,2,Smart TV,Credit Card,69,False,2025-06-25
SUB101800,2018-04-28,Brazil,Latin America,43,Male,Premium,22.99,1,Mobile,PayPal,98,True,
SUB101801,2021-09-01,Brazil,Latin America,30,Male,Premium,22.99,4,Laptop,Mobile Wallet,57,False,2022-10-26
SUB101802,2024-01-06,United States,North America,18,Male,Basic with Ads,6.99,1,Laptop,Credit Card,29,False,2024-02-15
SUB101803,2024-07-07,Spain,Europe,53,Female,Basic with Ads,6.99,1,Game Console,Credit Card,23,True,
SUB101804,2020-10-26,Mexico,Latin America,48,Male,Basic with Ads,6.99,1,Mobile,Credit Card,68,True,
SUB101805,2023-10-11,Mexico,Latin America,17,Female,Standard,15.49,2,Smart TV,Mobile Wallet,32,True,
SUB101806,2018-08-15,United States,North America,38,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,94,True,
SUB101807,2025-01-11,United Kingdom,Europe,49,Female,Basic with Ads,6.99,1,Smart TV,Gift Card,16,False,2025-09-01
SUB101808,2023-05-24,United Kingdom,Europe,48,Male,Basic with Ads,6.99,1,Mobile,Credit Card,36,False,2024-05-20
SUB101809,2023-04-01,United States,North America,26,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,38,False,2025-03-21
SUB101810,2022-06-18,United States,North America,48,Female,Standard,15.49,1,Laptop,Credit Card,48,True,
SUB101811,2025-05-05,United Kingdom,Europe,36,Male,Standard,15.49,1,Laptop,Debit Card,13,True,
SUB101812,2025-10-18,France,Europe,41,Female,Basic with Ads,6.99,1,Mobile,Debit Card,7,False,2026-05-29
SUB101813,2019-07-04,United States,North America,24,Female,Premium,22.99,2,Laptop,Credit Card,84,True,
SUB101814,2021-09-18,Canada,North America,13,Female,Standard,15.49,1,Mobile,Credit Card,57,True,
SUB101815,2016-12-01,Japan,East Asia,25,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,115,False,2019-03-21
SUB101816,2021-05-21,France,Europe,42,Female,Premium,22.99,4,Laptop,PayPal,61,True,
SUB101817,2020-11-01,South Korea,East Asia,33,Female,Standard,15.49,2,Laptop,Credit Card,67,False,2023-04-10
SUB101818,2018-06-14,South Korea,East Asia,44,Male,Standard,15.49,2,Mobile,Carrier Billing,96,False,2019-12-08
SUB101819,2018-06-30,Brazil,Latin America,50,Female,Premium,22.99,4,Smart TV,Credit Card,96,True,
SUB101820,2024-09-13,Australia,Oceania,31,Female,Standard,15.49,1,Mobile,PayPal,20,True,
SUB101821,2022-01-30,South Korea,East Asia,30,Female,Premium,22.99,3,Smart TV,PayPal,52,True,
SUB101822,2024-07-09,South Korea,East Asia,13,Female,Basic with Ads,6.99,1,Streaming Stick,Debit Card,23,True,
SUB101823,2022-04-16,Brazil,Latin America,15,Male,Basic with Ads,6.99,1,Mobile,Debit Card,50,True,
SUB101824,2022-07-23,France,Europe,18,Male,Standard,15.49,1,Tablet,Credit Card,46,True,
SUB101825,2023-08-23,United States,North America,43,Male,Premium,22.99,2,Mobile,Credit Card,33,False,2026-05-01
SUB101826,2018-06-24,South Korea,East Asia,31,Female,Premium,22.99,4,Tablet,Credit Card,96,True,
SUB101827,2024-07-20,South Korea,East Asia,29,Male,Premium,22.99,1,Mobile,Credit Card,22,True,
SUB101828,2018-09-17,Australia,Oceania,27,Female,Basic with Ads,6.99,1,Mobile,Credit Card,93,True,
SUB101829,2019-02-19,South Korea,East Asia,25,Female,Premium,22.99,1,Mobile,PayPal,88,False,2025-01-14
SUB101830,2018-12-18,South Korea,East Asia,48,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,90,False,2019-07-06
